,NDC Code,Name,count
219,406051205.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
220,406051205.0,OXYCODONE-,2831
221,406051205.0,OXYCODONE/,55
222,406051205.0,UNKNOWN   ,1
223,406051223.0,          ,4
224,406051223.0,OXYCODONE ,510
225,406051223.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
226,406051223.0,OXYCODONE-,555
227,406051223.0,OXYCODONE/,13
228,406051223.0,UNKNOWN   ,1
229,406051232.0,OXYCOD/APA,2
230,406051232.0,OXYCODONE ,28
231,406051232.0,OXYCODONE-,47
232,406051232.0,OXYCODONE/,2
233,406051262.0,OXYCOD/APA,78
234,406051262.0,OXYCODONE ,2097
235,406051262.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
236,406051262.0,OXYCODONE-,1932
237,406051262.0,OXYCODONE/,33
238,406051262.0,UNKNOWN   ,2
239,406051291.0,OXYCOD/APA,2
240,406051291.0,OXYCODONE ,84
241,406051291.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
242,406051291.0,OXYCODONE-,63
243,406052201.0,OXYCOD-APA,15
244,406052201.0,OXYCOD/APA,80
245,406052201.0,OXYCODON-A,831
246,406052201.0,OXYCODONE ,2544
247,406052201.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
248,406052201.0,OXYCODONE-,1983
249,406052201.0,OXYCODONE/,39
250,406052201.0,UNKNOWN   ,1
251,406052205.0,OXYCODON-A,110
252,406052205.0,OXYCODONE ,722
253,406052205.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
254,406052205.0,OXYCODONE-,737
255,406052205.0,OXYCODONE/,2
256,406052223.0,OXYCODON-A,41
257,406052223.0,OXYCODONE ,199
258,406052223.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
259,406052223.0,OXYCODONE-,98
260,406052223.0,OXYCODONE/,9
261,406052262.0,OXYCOD/APA,27
262,406052262.0,OXYCODON-A,215
263,406052262.0,OXYCODONE ,654
264,406052262.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
265,406052262.0,OXYCODONE-,469
266,406052262.0,OXYCODONE/,1
267,406052262.0,UNKNOWN   ,1
268,406052301.0,OXYCOD/APA,84
269,406052301.0,OXYCODO-AP,11
270,406052301.0,OXYCODON H,116
271,406052301.0,OXYCODONE ,3137
272,406052301.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
273,406052301.0,OXYCODONE-,2299
274,406052301.0,OXYCODONE/,55
275,406052305.0,OXYCOD/APA,1
276,406052305.0,OXYCODONE ,908
277,406052305.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
278,406052305.0,OXYCODONE-,1021
279,406052305.0,OXYCODONE/,6
280,406052305.0,UNKNOWN   ,1
281,406052323.0,          ,1
282,406052323.0,OXYCODONE ,360
283,406052323.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
284,406052323.0,OXYCODONE-,146
285,406052323.0,OXYCODONE/,2
286,406052362.0,OXYCOD/APA,47
287,406052362.0,OXYCODON H,22
288,406052362.0,OXYCODONE ,1224
289,406052362.0,OXYCODONE AND ACETAMINOPHEN|oxycodone hydrochloride and acetaminophen,1
290,406052362.0,OXYCODONE-,791
291,406052362.0,OXYCODONE/,3
292,406053201.0,OXYCOD/APA,97
293,406053201.0,OXYCODONE ,2099
294,406053201.0,OXYCODONE-,1064
295,406053201.0,OXYCODONE/,16
296,406053205.0,OXYCOD/APA,75
297,406053205.0,OXYCODONE ,1441
298,406053205.0,OXYCODONE-,661
299,406053205.0,OXYCODONE/,8
300,406055201.0,          ,9
301,406055201.0,M-OXY     ,67
302,406055201.0,M-OXY 5MG ,21
303,406055201.0,M-OXY TABL,3019
304,406055201.0,OXYCODONE ,3601
305,406055201.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
306,406055201.0,UNKNOWN   ,2
307,406055223.0,          ,1
308,406055223.0,OXYCODONE ,970
309,406055223.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
310,406055232.0,OXYCODONE ,55
311,406055262.0,OXYCODONE ,4422
312,406055262.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
313,406055262.0,UNKNOWN   ,1
314,406055401.0,OXYCODONE ,2225
315,406056201.0,OXYCO/APAP,6
316,406056201.0,OXYCOD/APA,21
317,406056201.0,OXYCODONE ,841
318,406056201.0,OXYCODONE-,130
319,406058201.0,OXYCO/APAP,10
320,406058201.0,OXYCOD/APA,88
321,406058201.0,OXYCODON-A,349
322,406058201.0,OXYCODONE ,1667
323,406058201.0,OXYCODONE-,162
324,406058201.0,OXYCODONE/,16
325,406058262.0,*OXYCODONE,1
326,406058262.0,OXYCODON-A,2
327,406058262.0,OXYCODONE ,44
328,406058262.0,OXYCODONE-,5
329,406058262.0,OXYCODONE/,1
330,406059301.0,OXYCODONE ,379
331,406059401.0,OXYCODONE ,474
332,406059501.0,OXYCODONE ,457
333,406059601.0,OXYCODONE ,508
334,406851001.0,OXYCODONE ,638
335,406851001.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
336,406851001.0,Oxycodone ,17
337,406851023.0,OXYCODONE ,19
338,406851023.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
339,406851023.0,Oxycodone ,10
340,406851062.0,OXYCODONE ,187
341,406851062.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
342,406851062.0,Oxycodone ,16
343,406851501.0,OXYCODONE ,5502
344,406851501.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
345,406851523.0,OXYCODONE ,214
346,406851523.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
347,406851562.0,OXYCODONE ,590
348,406851562.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
349,406852001.0,OXYCODONE ,533
350,406852001.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
351,406852001.0,Oxycodone ,17
352,406852023.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
353,406852062.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
354,406853001.0,OXYCODONE ,5347
355,406853001.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
356,406853023.0,OXYCODONE ,54
357,406853023.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
358,406853062.0,OXYCODONE ,339
359,406853062.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
360,406855350.0,OXYCODONE ,5
361,406855350.0,OXYCODONE-,10
362,406855350.0,Oxycodone ,15
363,406855550.0,OXYCODONE ,1989
364,406855605.0,OXYCODONE ,1024
365,406855605.0,Oxycodone ,247
366,406855605.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
367,406855730.0,OXYCODONE ,354
368,406855730.0,Oxycodone ,154
369,406855730.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
370,406855830.0,OXYCODONE ,1634
371,406866830.0,OXYCODONE ,89
372,406886553.0,OXYCODONE ,116
373,406886557.0,OXYCODONE ,16
374,406887353.0,OXYCODONE ,2
375,456520001.0,COMBUNOX  ,341
376,456520001.0,COMBUNOX 4,59
377,456520001.0,COMBUNOX T,105
378,527142635.0,OXYCODONE ,33
379,527142636.0,OXYCODONE ,1777
380,527167101.0,OXYCODONE-,9
381,527167101.0,OXYCODONE/,9
382,527167105.0,OXYCODONE-,2
383,527177401.0,*OXYCODONE,2
384,527177401.0,OXYCODONE ,245
385,536321701.0,OXYCODONE ,3
386,536321901.0,OXYCODONE ,18
387,536321901.0,OXYCODONE/,1
388,536567001.0,OXYCODONE ,15
389,536567005.0,OXYCODONE ,20
390,536567101.0,OXYCODONE ,4
391,536567101.0,OXYCODONE/,1
392,555027802.0,OXYCODONE ,288
393,555027802.0,OXYCODONE/,339
394,555027804.0,OXYCODONE ,167
395,555027804.0,OXYCODONE/,258
396,555029302.0,OXYCODONE/,10
397,555029304.0,OXYCODONE/,16
398,555065102.0,OXYCODONE ,78
399,555065102.0,OXYCODONE/,144
400,555065802.0,OXYCOD/APA,84
401,555065802.0,OXYCODONE ,624
402,555065802.0,OXYCODONE-,928
403,555065802.0,OXYCODONE/,976
404,555077802.0,OXYCOD/IBU,2
405,555077802.0,OXYCODONE ,212
406,555077802.0,OXYCODONE-,68
407,590012725.0,PERCOCET T,1
408,590012765.0,PERCOCET  ,8
409,590012770.0,PERCOCET  ,9
410,590012770.0,PERCOCET T,14
411,590012770.0,"PERCOCET, ",28
412,590012775.0,PERCOCET  ,14
413,590012775.0,PERCOCET T,10
414,590012775.0,"PERCOCET, ",38
415,590012785.0,PERCOCET  ,4
416,590012785.0,PERCOCET T,3
417,590012785.0,"PERCOCET, ",20
418,590013565.0,PERCODAN  ,2
419,590013565.0,"PERCODAN, ",4
420,590013570.0,PERCODAN  ,13
421,590013570.0,PERCODAN T,9
422,590013570.0,"PERCODAN, ",25
423,590013585.0,PERCODAN  ,1
424,590013585.0,"PERCODAN, ",4
425,590013590.0,"PERCODAN, ",3
426,591073701.0,OXYCOD/APA,40
427,591073701.0,OXYCODONE ,494
428,591073701.0,OXYCODONE-,517
429,591073701.0,OXYCODONE/,645
430,591073705.0,OXYCOD/APA,8
431,591073705.0,OXYCODONE-,390
432,591073705.0,OXYCODONE/,338
433,591074901.0,OXYCOD/APA,70
434,591074901.0,OXYCODONE ,471
435,591074901.0,OXYCODONE-,928
436,591074901.0,OXYCODONE/,1050
437,591074905.0,OXYCOD/APA,78
438,591074905.0,OXYCODONE ,353
439,591074905.0,OXYCODONE-,1108
440,591074905.0,OXYCODONE/,1164
441,591082001.0,OXYCOD/ASA,71
442,591082001.0,OXYCODONE ,300
443,591082001.0,OXYCODONE-,742
444,591082001.0,OXYCODONE/,1131
445,591082005.0,OXYCODONE ,210
446,591082005.0,OXYCODONE/,40
447,591082401.0,OXYCO/APAP,11
448,591082401.0,OXYCOD/APA,1271
449,591082401.0,OXYCODON-A,409
450,591082401.0,OXYCODONE ,489
451,591082401.0,OXYCODONE-,205
452,591082401.0,OXYCODONE/,576
453,591082501.0,OXYCO/APAP,10
454,591082501.0,OXYCOD/APA,1304
455,591082501.0,OXYCODONE ,487
456,591082501.0,OXYCODONE-,630
457,591082501.0,OXYCODONE/,582
458,591093201.0,OXYCOD/APA,1330
459,591093201.0,OXYCODO-AP,10
460,591093201.0,OXYCODONE ,716
461,591093201.0,OXYCODONE-,997
462,591093201.0,OXYCODONE/,26
463,591093301.0,OXYCOD-APA,13
464,591093301.0,OXYCOD/APA,1255
465,591093301.0,OXYCODON-A,487
466,591093301.0,OXYCODONE ,279
467,591093301.0,OXYCODONE-,921
468,591093301.0,OXYCODONE/,11
469,591269301.0,OXYCODONE ,1344
470,591270801.0,OXYCODONE ,1162
471,591349401.0,OXYCOD/IBU,5
472,591349401.0,OXYCODONE ,82
473,591349401.0,OXYCODONE-,77
474,591349401.0,OXYCODONE/,154
475,591350101.0,OXYCODONE ,399
476,591350101.0,OXYCONDONE,211
477,591350201.0,OXYCODONE ,600
478,591350301.0,OXYCODONE ,400
479,591350301.0,OXYCONDONE,197
480,591350401.0,OXYCODONE ,360
481,591350401.0,OXYCONDONE,189
482,591355101.0,OXYCOD/ASA,43
483,591355101.0,OXYCODONE ,335
484,591355101.0,OXYCODONE-,275
485,591355101.0,OXYCODONE/,646
486,603497821.0,OXYCODON-A,223
487,603497821.0,OXYCODONE-,493
488,603497821.0,OXYCODONE/,702
489,603497921.0,OXYCOD/APA,4
490,603497921.0,OXYCODON-A,228
491,603497921.0,OXYCODONE-,405
492,603497921.0,OXYCODONE/,510
493,603497928.0,OXYCODON-A,67
494,603497928.0,OXYCODONE-,157
495,603497928.0,OXYCODONE/,241
496,603498221.0,OXYCOD/APA,1
497,603498221.0,OXYCODONE ,17
498,603498221.0,OXYCODONE-,897
499,603498221.0,OXYCODONE/,770
500,603498228.0,OXYCODONE ,8
501,603498228.0,OXYCODONE-,443
502,603498228.0,OXYCODONE/,420
503,603499021.0,OXYCODONE ,3137
504,603499028.0,OXYCODONE ,2104
505,603499121.0,OXYCODONE ,3451
506,603499128.0,OXYCODONE ,1937
507,603499221.0,OXYCODONE ,3287
508,603499228.0,OXYCODONE ,1894
509,603499321.0,OXYCODONE ,607
510,603499421.0,OXYCODONE ,419
511,603499621.0,OXYCODONE ,176
512,603499721.0,OXYCOD/APA,55
513,603499721.0,OXYCODONE ,496
514,603499721.0,OXYCODONE-,681
515,603499721.0,OXYCODONE/,1150
516,603499821.0,OXYCOD/APA,91
517,603499821.0,OXYCODONE ,608
518,603499821.0,OXYCODONE-,2152
519,603499821.0,OXYCODONE/,2388
520,603499828.0,OXYCOD/APA,89
521,603499828.0,OXYCODONE ,549
522,603499828.0,OXYCODONE-,1716
523,603499828.0,OXYCODONE/,1949
524,603499921.0,OXYCODONE ,1
525,603499921.0,OXYCODONE/,5
526,781570301.0,OXYCODONE ,725
527,781572601.0,OXYCODONE ,752
528,781576701.0,OXYCODONE ,692
529,781578501.0,OXYCODONE ,608
530,879051201.0,OXYCODONE ,13
531,879051205.0,OXYCODONE ,6
532,879053201.0,OXYCODONE ,66
533,879053201.0,OXYCODONE/,1
534,879053205.0,OXYCODONE ,5
535,904046460.0,OXYCODONE ,9
536,904046460.0,OXYCODONE/,3
537,904046540.0,OXYCODONE ,56
538,904046560.0,OXYCODONE ,125
539,904091630.0,HYDROXYCOB,1
540,904197360.0,OXYCODONE ,21
541,904643761.0,OXYCOD/APA,1
542,904643761.0,OXYCODONE ,398
543,904643761.0,OXYCODONE-,369
544,904643761.0,OXYCODONE/,1
545,904643861.0,OXYCODON-A,4
546,904643861.0,OXYCODONE-,181
547,904643961.0,OXYCODONE-,416
548,904643961.0,OXYCODONE/,1
549,904644461.0,OXYCODONE ,828
550,904644561.0,OXYCODONE ,154
551,904659061.0,OXYCODONE ,163
552,904659161.0,OXYCODONE ,23
553,904667840.0,OXYCODONE ,1462
554,904667840.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
555,904667840.0,UNKNOWN   ,1
556,904674361.0,OXYCODONE ,37
557,904682805.0,OXYCODONE ,112
558,904682805.0,Oxycodone ,36
559,904682892.0,OXYCODONE ,71
560,904682892.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
561,904682894.0,OXYCODONE ,144
562,904682894.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
563,904696661.0,OXYCODONE ,691
564,904696661.0,Oxycodone Hydrochloride|Oxycodone,1
565,904709361.0,OXYCODONE AND ACETAMINOPHEN|oxycodone and acetaminophen,1
566,904709361.0,OXYCODONE-,198
567,904709361.0,OXYCODONE/,176
568,904709461.0,OXYCODONE AND ACETAMINOPHEN|oxycodone and acetaminophen,1
569,904709461.0,OXYCODONE-,100
570,904709461.0,OXYCODONE/,86
571,904709561.0,OXYCODONE AND ACETAMINOPHEN|oxycodone and acetaminophen,1
572,904709561.0,OXYCODONE-,120
573,904709561.0,OXYCODONE/,107
574,904718061.0,OXYCODONE ,30
575,904718061.0,Oxycodone Hydrochloride|Oxycodone,1
576,10544038260.0,OXYCODONE-,1
577,10544038402.0,OXYCODONE ,1
578,10702000801.0,OXCODONE H,1832
579,10702000801.0,OXYCODONE ,2448
580,10702000801.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
581,10702000850.0,OXYCODONE ,1321
582,10702000850.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
583,10702000850.0,Oxycodone ,497
584,10702000901.0,OXYCODONE ,3996
585,10702000901.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
586,10702000950.0,OXYCODONE ,1081
587,10702000950.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
588,10702000950.0,Oxycodone ,453
589,10702001801.0,OXYCODONE ,4617
590,10702001801.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
591,10702001801.0,UNKNOWN   ,1
592,10702001850.0,OXYCODONE ,1819
593,10702001850.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
594,10702001850.0,Oxycodone ,665
595,10702001850.0,UNKNOWN   ,1
596,10702002301.0,OXYCODONE ,1180
597,10702002301.0,Oxycodone ,390
598,10702002301.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
599,10702002306.0,OXYCODONE ,22
600,10702002306.0,Oxycodone ,28
601,10702002306.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
602,10702005601.0,OXYCODONE ,4683
603,10702005601.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
604,10702005601.0,UNKNOWN   ,1
605,10702005650.0,OXYCODONE ,1786
606,10702005650.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
607,10702005650.0,Oxycodone ,675
608,10702005701.0,OXYCODONE ,4405
609,10702005701.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
610,10702005750.0,OXYCODONE ,1319
611,10702005750.0,OXYCODONE HYDROCHLORIDE|OXYCODONE HYDROCHLORIDE,1
612,10702005750.0,Oxycodone ,519
613,10702017103.0,OXYCODONE HYDROCHLORIDE|oxycodone hydrochloride,1
614,10702018350.0,Oxycodone Hydrochloride|Oxycodone Hydrochloride,1
615,10702018401.0,OXYCODON-A,23
616,10702018401.0,OXYCODONE ,175
617,10702018401.0,OXYCODONE-,283
618,10702018401.0,OXYCODONE/,13
619,10702018401.0,Oxycodone ,96
620,10702018401.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
621,10702018410.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
622,10702018450.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
623,10702018501.0,OXYCODONE ,186
624,10702018501.0,OXYCODONE-,341
625,10702018501.0,OXYCODONE/,10
626,10702018501.0,Oxycodone ,108
627,10702018501.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
628,10702018510.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
629,10702018550.0,OXYCODONE ,125
630,10702018550.0,OXYCODONE-,261
631,10702018550.0,OXYCODONE/,4
632,10702018550.0,Oxycodone ,68
633,10702018550.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
634,10702018601.0,OXYCODON-A,4
635,10702018601.0,OXYCODONE ,4
636,10702018601.0,OXYCODONE-,55
637,10702018601.0,Oxycodone ,46
638,10702018601.0,Oxycodone and Acetaminophen|Oxycodone and Acetaminophen,1
